comment_id,user_id,content_name,content_id,comment_text,created_at,updated_at,deleted_at
470,191,Job,3186,Great update!,2025-12-08 22:52:15.052214,2026-01-04 22:52:15.063433,
471,775,Event,1867,Good opportunity for students.,2025-09-14 22:52:15.052216,2026-01-11 22:52:15.063435,2026-01-27 22:52:15.071727
472,96,Job,1279,Very informative.,2026-01-26 22:52:15.052218,2026-01-24 22:52:15.063437,
473,360,Announcement,4106,Very informative.,2025-09-11 22:52:15.052221,2026-01-03 22:52:15.063440,2026-01-28 22:52:15.071730
474,392,Announcement,267,Nice initiative.,2025-11-10 22:52:15.052223,2026-01-04 22:52:15.063442,2026-01-28 22:52:15.071732
475,789,Event,1834,Great update!,2025-10-19 22:52:15.052225,2026-01-08 22:52:15.063444,
476,202,Department,3293,Very informative.,2025-12-29 22:52:15.052228,2026-01-19 22:52:15.063446,
477,803,Post,4956,Good opportunity for students.,2025-11-19 22:52:15.052230,2026-01-09 22:52:15.063448,
478,164,Department,2589,Looking forward to this.,2026-01-07 22:52:15.052232,2026-01-16 22:52:15.063450,2026-01-22 22:52:15.071735
479,797,Post,1507,Very informative.,2025-11-09 22:52:15.052234,2026-01-04 22:52:15.063454,
480,319,Job,4737,Good opportunity for students.,2025-08-06 22:52:15.052237,2026-01-21 22:52:15.063456,
481,305,Announcement,3342,Great update!,2025-11-20 22:52:15.052240,2026-01-24 22:52:15.063458,
482,202,Announcement,3943,Good opportunity for students.,2025-08-11 22:52:15.052243,2026-01-23 22:52:15.063460,2026-01-28 22:52:15.071738
483,955,Announcement,3091,Good opportunity for students.,2026-01-22 22:52:15.052245,2026-01-16 22:52:15.063463,
484,901,Announcement,2488,Looking forward to this.,2025-11-28 22:52:15.052247,2026-01-13 22:52:15.063465,
485,195,Event,3232,This is helpful.,2025-09-12 22:52:15.052250,2026-01-02 22:52:15.063467,
486,553,Job,4210,Very informative.,2025-12-18 22:52:15.052252,2026-01-01 22:52:15.063469,2026-01-27 22:52:15.071741
487,237,Job,2927,Great update!,2025-12-05 22:52:15.052254,2026-01-14 22:52:15.063471,2026-01-22 22:52:15.071743
488,928,Announcement,2981,Good opportunity for students.,2025-12-09 22:52:15.052257,2026-01-16 22:52:15.063473,
489,583,Event,3511,Good opportunity for students.,2025-11-29 22:52:15.052259,2026-01-09 22:52:15.063475,
490,903,Announcement,652,Nice initiative.,2025-11-23 22:52:15.052261,2026-01-07 22:52:15.063478,
491,279,Job,154,Good opportunity for students.,2025-12-27 22:52:15.052264,2026-01-14 22:52:15.063480,
492,81,Announcement,3435,Thanks for sharing.,2025-11-01 22:52:15.052266,2026-01-07 22:52:15.063482,
493,226,Job,4382,This is helpful.,2025-11-20 22:52:15.052269,2026-01-26 22:52:15.063484,
494,800,Post,4031,Great update!,2025-09-15 22:52:15.052271,2026-01-24 22:52:15.063486,
495,898,Post,699,Good opportunity for students.,2026-01-12 22:52:15.052274,2026-01-20 22:52:15.063488,
496,245,Post,3020,Thanks for sharing.,2025-10-01 22:52:15.052276,2026-01-17 22:52:15.063491,2026-01-21 22:52:15.071748
497,860,Event,573,Thanks for sharing.,2025-12-17 22:52:15.052279,2026-01-13 22:52:15.063493,
498,167,Department,3152,This is helpful.,2025-09-30 22:52:15.052281,2026-01-24 22:52:15.063495,2026-01-28 22:52:15.071750
499,682,Post,3180,Good opportunity for students.,2025-09-11 22:52:15.052284,2026-01-06 22:52:15.063497,
500,318,Job,840,Good opportunity for students.,2026-01-02 22:52:15.052286,2026-01-28 22:52:15.063499,
501,343,Department,1160,Good opportunity for students.,2025-12-11 22:52:15.052288,2026-01-06 22:52:15.063501,
502,125,Department,4915,Nice initiative.,2025-10-07 22:52:15.052291,2026-01-29 22:52:15.063503,2026-01-21 22:52:15.071753
503,751,Job,2291,This is helpful.,2025-10-27 22:52:15.052294,2026-01-21 22:52:15.063506,
504,626,Event,4818,Good opportunity for students.,2025-10-15 22:52:15.052297,2026-01-06 22:52:15.063508,
505,907,Announcement,2970,Great update!,2026-01-11 22:52:15.052299,2026-01-09 22:52:15.063510,
506,243,Post,2855,Thanks for sharing.,2025-09-20 22:52:15.052301,2026-01-12 22:52:15.063512,
507,137,Post,2362,Very informative.,2025-08-29 22:52:15.052304,2026-01-10 22:52:15.063515,
508,749,Event,1885,Nice initiative.,2025-09-14 22:52:15.052306,2026-01-20 22:52:15.063517,
509,803,Job,3031,Nice initiative.,2025-10-18 22:52:15.052309,2025-12-31 22:52:15.063519,2026-01-28 22:52:15.071757
510,195,Job,158,This is helpful.,2025-10-28 22:52:15.052311,2026-01-20 22:52:15.063521,
511,609,Department,1741,Thanks for sharing.,2025-11-19 22:52:15.052313,2026-01-03 22:52:15.063523,
512,908,Event,3374,Good opportunity for students.,2025-11-10 22:52:15.052316,2026-01-09 22:52:15.063526,
513,195,Department,1034,Nice initiative.,2025-11-24 22:52:15.052318,2026-01-18 22:52:15.063528,
514,399,Department,2266,This is helpful.,2025-11-01 22:52:15.052320,2026-01-05 22:52:15.063530,
515,227,Post,4721,Nice initiative.,2025-12-22 22:52:15.052323,2026-01-04 22:52:15.063532,
516,146,Department,4792,Very informative.,2025-11-12 22:52:15.052325,2026-01-14 22:52:15.063534,
517,294,Event,76,Thanks for sharing.,2025-09-29 22:52:15.052327,2026-01-13 22:52:15.063536,
518,875,Department,2008,Very informative.,2025-10-01 22:52:15.052330,2026-01-21 22:52:15.063539,
519,607,Job,1429,Very informative.,2025-10-26 22:52:15.052332,2026-01-07 22:52:15.063541,2026-01-23 22:52:15.071761
520,485,Announcement,1709,Great update!,2025-10-28 22:52:15.052334,2026-01-29 22:52:15.063543,
521,399,Post,2790,Very informative.,2025-08-07 22:52:15.052337,2026-01-20 22:52:15.063545,
522,793,Announcement,1373,This is helpful.,2025-08-20 22:52:15.052340,2026-01-04 22:52:15.063548,
523,384,Job,351,Good opportunity for students.,2025-12-08 22:52:15.052343,2026-01-03 22:52:15.063551,
524,945,Job,4745,Good opportunity for students.,2025-12-05 22:52:15.052345,2026-01-25 22:52:15.063553,
525,779,Announcement,2269,Nice initiative.,2025-08-04 22:52:15.052347,2026-01-10 22:52:15.063555,2026-01-25 22:52:15.071765
526,312,Department,1374,Looking forward to this.,2026-01-22 22:52:15.052350,2025-12-30 22:52:15.063557,
527,714,Event,1375,Great update!,2025-10-26 22:52:15.052352,2026-01-17 22:52:15.063560,
528,406,Post,2249,Looking forward to this.,2025-10-10 22:52:15.052354,2026-01-08 22:52:15.063562,
529,726,Event,1523,Good opportunity for students.,2025-11-29 22:52:15.052357,2026-01-25 22:52:15.063564,
530,677,Job,1997,Thanks for sharing.,2025-08-04 22:52:15.052359,2026-01-03 22:52:15.063566,
531,340,Event,1389,Nice initiative.,2025-12-04 22:52:15.052361,2026-01-01 22:52:15.063568,
532,507,Department,1521,Great update!,2025-09-25 22:52:15.052364,2026-01-20 22:52:15.063570,
533,761,Announcement,3885,Thanks for sharing.,2026-01-22 22:52:15.052366,2026-01-24 22:52:15.063572,
534,355,Announcement,3067,Looking forward to this.,2025-09-09 22:52:15.052368,2026-01-15 22:52:15.063575,
535,937,Post,1077,Looking forward to this.,2025-09-19 22:52:15.052371,2026-01-16 22:52:15.063577,
536,859,Event,1384,Great update!,2025-10-03 22:52:15.052373,2026-01-26 22:52:15.063579,
537,384,Event,2475,Thanks for sharing.,2025-10-22 22:52:15.052376,2026-01-29 22:52:15.063581,2026-01-24 22:52:15.071770
538,987,Job,740,Great update!,2026-01-08 22:52:15.052378,2026-01-06 22:52:15.063583,
539,379,Event,4436,Nice initiative.,2025-09-26 22:52:15.052380,2026-01-27 22:52:15.063585,
540,311,Event,656,Thanks for sharing.,2025-11-09 22:52:15.052383,2026-01-03 22:52:15.063587,
541,266,Post,90,Great update!,2025-12-06 22:52:15.052385,2025-12-31 22:52:15.063590,2026-01-27 22:52:15.071773
542,241,Announcement,756,Very informative.,2025-12-04 22:52:15.052388,2026-01-11 22:52:15.063592,
543,420,Announcement,967,Thanks for sharing.,2025-10-23 22:52:15.052390,2026-01-23 22:52:15.063594,
544,687,Post,1539,Thanks for sharing.,2025-09-24 22:52:15.052392,2026-01-01 22:52:15.063596,
545,912,Job,2317,Nice initiative.,2025-11-01 22:52:15.052395,2026-01-12 22:52:15.063599,
546,159,Post,3034,Very informative.,2025-10-26 22:52:15.052397,2026-01-23 22:52:15.063601,
547,933,Job,4007,Thanks for sharing.,2025-09-28 22:52:15.052399,2026-01-08 22:52:15.063603,2026-01-21 22:52:15.071776
548,972,Event,435,Thanks for sharing.,2025-10-09 22:52:15.052405,2026-01-04 22:52:15.063605,
549,411,Department,4134,Great update!,2026-01-10 22:52:15.052407,2026-01-22 22:52:15.063607,
550,570,Event,1435,Nice initiative.,2025-08-17 22:52:15.052410,2026-01-13 22:52:15.063609,
551,781,Department,3809,Nice initiative.,2025-10-17 22:52:15.052412,2026-01-18 22:52:15.063612,
552,458,Event,1264,This is helpful.,2025-10-16 22:52:15.052414,2026-01-04 22:52:15.063614,
553,546,Announcement,4941,This is helpful.,2025-09-18 22:52:15.052417,2026-01-25 22:52:15.063616,
554,60,Event,2155,This is helpful.,2025-10-30 22:52:15.052419,2026-01-11 22:52:15.063618,
555,496,Department,4428,Good opportunity for students.,2025-09-03 22:52:15.052421,2026-01-08 22:52:15.063620,
556,696,Job,3996,Very informative.,2025-08-28 22:52:15.052424,2026-01-22 22:52:15.063622,
557,317,Post,1429,Nice initiative.,2025-08-06 22:52:15.052426,2026-01-25 22:52:15.063625,
558,291,Job,1204,Thanks for sharing.,2025-10-15 22:52:15.052429,2026-01-04 22:52:15.063627,
559,438,Announcement,3725,Looking forward to this.,2025-10-29 22:52:15.052431,2026-01-13 22:52:15.063629,2026-01-25 22:52:15.071780
560,940,Announcement,1087,Very informative.,2025-10-22 22:52:15.052433,2026-01-29 22:52:15.063631,
561,63,Department,478,This is helpful.,2025-12-30 22:52:15.052436,2026-01-22 22:52:15.063633,
562,936,Event,2137,Very informative.,2025-10-07 22:52:15.052438,2026-01-25 22:52:15.063635,
563,909,Event,4267,Nice initiative.,2025-10-06 22:52:15.052440,2026-01-19 22:52:15.063637,
564,478,Announcement,273,Very informative.,2025-12-06 22:52:15.052443,2026-01-18 22:52:15.063640,2026-01-24 22:52:15.071783
565,301,Announcement,1476,Thanks for sharing.,2026-01-23 22:52:15.052445,2026-01-28 22:52:15.063642,
566,529,Event,1042,Very informative.,2025-09-02 22:52:15.052447,2026-01-06 22:52:15.063644,
567,314,Event,3528,Nice initiative.,2025-11-05 22:52:15.052449,2026-01-14 22:52:15.063646,
568,459,Post,4866,Thanks for sharing.,2025-11-19 22:52:15.052452,2026-01-29 22:52:15.063648,
569,685,Department,612,Looking forward to this.,2025-09-02 22:52:15.052454,2026-01-05 22:52:15.063650,
570,986,Job,2818,Good opportunity for students.,2025-09-29 22:52:15.052456,2026-01-28 22:52:15.063652,
571,44,Department,2271,This is helpful.,2025-11-04 22:52:15.052459,2026-01-08 22:52:15.063655,
572,810,Post,1235,Looking forward to this.,2025-10-21 22:52:15.052462,2026-01-29 22:52:15.063657,
573,631,Event,3763,Looking forward to this.,2025-10-28 22:52:15.052464,2026-01-04 22:52:15.063659,
574,456,Job,3036,Good opportunity for students.,2025-11-06 22:52:15.052466,2026-01-29 22:52:15.063661,
575,625,Announcement,3881,Very informative.,2025-12-09 22:52:15.052469,2026-01-22 22:52:15.063663,
576,332,Announcement,3930,Nice initiative.,2026-01-16 22:52:15.052471,2026-01-13 22:52:15.063665,
577,482,Department,2811,Looking forward to this.,2026-01-22 22:52:15.052473,2026-01-08 22:52:15.063668,
578,155,Job,1224,Looking forward to this.,2025-08-12 22:52:15.052476,2026-01-29 22:52:15.063670,
579,640,Department,1491,Very informative.,2025-11-15 22:52:15.052478,2026-01-04 22:52:15.063672,
580,689,Post,1347,This is helpful.,2025-10-07 22:52:15.052480,2026-01-11 22:52:15.063674,
581,579,Job,3837,Nice initiative.,2025-10-17 22:52:15.052482,2026-01-23 22:52:15.063676,
582,46,Announcement,486,Nice initiative.,2026-01-10 22:52:15.052485,2026-01-04 22:52:15.063678,
583,597,Announcement,2547,Great update!,2025-10-21 22:52:15.052487,2026-01-22 22:52:15.063681,
584,784,Job,4669,Very informative.,2025-11-20 22:52:15.052490,2026-01-06 22:52:15.063683,
585,311,Job,3603,Good opportunity for students.,2025-10-05 22:52:15.052492,2025-12-30 22:52:15.063685,
586,806,Post,277,Very informative.,2025-10-29 22:52:15.052494,2026-01-08 22:52:15.063687,
587,249,Announcement,4179,Great update!,2025-11-25 22:52:15.052497,2026-01-21 22:52:15.063689,
588,169,Department,4372,Looking forward to this.,2025-09-17 22:52:15.052499,2026-01-27 22:52:15.063692,
589,647,Department,74,Thanks for sharing.,2025-10-11 22:52:15.052501,2026-01-21 22:52:15.063694,
590,230,Department,3862,Great update!,2026-01-24 22:52:15.052504,2026-01-02 22:52:15.063696,
591,482,Job,39,Very informative.,2025-10-06 22:52:15.052506,2026-01-21 22:52:15.063698,
592,466,Post,2468,Good opportunity for students.,2025-12-26 22:52:15.052508,2026-01-19 22:52:15.063700,
593,675,Job,480,Great update!,2025-10-10 22:52:15.052511,2026-01-10 22:52:15.063702,
594,720,Announcement,905,This is helpful.,2025-12-28 22:52:15.052514,2026-01-02 22:52:15.063706,
595,244,Department,591,This is helpful.,2026-01-12 22:52:15.052517,2026-01-02 22:52:15.063709,
596,141,Job,1179,Good opportunity for students.,2025-09-16 22:52:15.052519,2025-12-31 22:52:15.063711,
597,829,Department,1551,Great update!,2026-01-03 22:52:15.052522,2025-12-30 22:52:15.063713,
598,189,Event,3578,Nice initiative.,2025-10-22 22:52:15.052524,2026-01-24 22:52:15.063715,
599,250,Job,1286,Looking forward to this.,2026-01-05 22:52:15.052526,2026-01-15 22:52:15.063717,
600,134,Event,3170,Good opportunity for students.,2025-10-13 22:52:15.052528,2026-01-13 22:52:15.063720,
601,672,Post,1928,Looking forward to this.,2025-08-05 22:52:15.052531,2026-01-23 22:52:15.063722,
602,40,Job,3561,This is helpful.,2025-09-07 22:52:15.052533,2025-12-31 22:52:15.063724,
603,648,Post,3725,Very informative.,2025-11-30 22:52:15.052535,2026-01-16 22:52:15.063726,
604,609,Job,1772,Good opportunity for students.,2025-10-24 22:52:15.052538,2026-01-24 22:52:15.063728,
605,741,Job,517,Looking forward to this.,2025-11-22 22:52:15.052540,2026-01-11 22:52:15.063731,2026-01-25 22:52:15.071793
606,794,Department,2928,Great update!,2025-08-08 22:52:15.052542,2025-12-30 22:52:15.063733,
607,438,Department,1141,Great update!,2025-12-01 22:52:15.052544,2026-01-03 22:52:15.063735,
608,614,Job,2131,Thanks for sharing.,2025-11-11 22:52:15.052547,2026-01-20 22:52:15.063737,
609,638,Post,3303,Looking forward to this.,2025-11-05 22:52:15.052549,2026-01-10 22:52:15.063739,2026-01-20 22:52:15.071796
610,617,Event,3827,Thanks for sharing.,2025-11-26 22:52:15.052552,2026-01-19 22:52:15.063741,
611,203,Post,4349,Thanks for sharing.,2025-11-15 22:52:15.052554,2026-01-12 22:52:15.063744,
612,343,Announcement,4974,Thanks for sharing.,2025-08-23 22:52:15.052557,2026-01-21 22:52:15.063746,
613,509,Post,1591,Good opportunity for students.,2026-01-15 22:52:15.052559,2026-01-08 22:52:15.063748,2026-01-23 22:52:15.071799
614,92,Event,843,Very informative.,2025-09-21 22:52:15.052562,2026-01-22 22:52:15.063750,2026-01-24 22:52:15.071802
615,862,Post,2016,Nice initiative.,2026-01-16 22:52:15.052564,2026-01-19 22:52:15.063752,
616,578,Event,745,Very informative.,2025-10-04 22:52:15.052567,2026-01-14 22:52:15.063754,
617,803,Announcement,4935,Great update!,2025-11-29 22:52:15.052569,2026-01-11 22:52:15.063757,
618,835,Job,1900,Nice initiative.,2025-11-07 22:52:15.052571,2026-01-02 22:52:15.063759,
619,505,Announcement,4657,Looking forward to this.,2025-11-09 22:52:15.052574,2026-01-24 22:52:15.063761,
620,945,Announcement,307,Great update!,2025-10-03 22:52:15.052576,2026-01-05 22:52:15.063763,
621,49,Announcement,4915,Thanks for sharing.,2025-08-07 22:52:15.052578,2026-01-08 22:52:15.063765,
622,753,Event,4768,Thanks for sharing.,2025-08-30 22:52:15.052581,2026-01-15 22:52:15.063768,
623,991,Job,4871,Great update!,2025-08-02 22:52:15.052583,2026-01-01 22:52:15.063770,
624,183,Job,1695,Very informative.,2025-09-08 22:52:15.052586,2026-01-04 22:52:15.063772,
625,273,Post,4552,Looking forward to this.,2025-12-17 22:52:15.052588,2026-01-11 22:52:15.063774,
626,190,Job,4689,This is helpful.,2025-10-11 22:52:15.052590,2026-01-17 22:52:15.063776,
627,168,Event,4726,Nice initiative.,2025-08-26 22:52:15.052593,2026-01-24 22:52:15.063778,
628,667,Event,2732,Nice initiative.,2026-01-17 22:52:15.052595,2026-01-21 22:52:15.063781,
629,249,Event,3485,Thanks for sharing.,2025-12-22 22:52:15.052598,2026-01-11 22:52:15.063783,
630,283,Job,2094,Nice initiative.,2025-11-27 22:52:15.052600,2026-01-11 22:52:15.063785,
631,751,Announcement,105,Very informative.,2025-08-08 22:52:15.052602,2026-01-12 22:52:15.063787,
632,403,Event,4489,This is helpful.,2025-12-21 22:52:15.052605,2026-01-15 22:52:15.063790,
633,548,Job,557,Great update!,2025-10-07 22:52:15.052607,2026-01-04 22:52:15.063792,
634,461,Post,3907,Thanks for sharing.,2025-10-14 22:52:15.052613,2026-01-24 22:52:15.063794,
635,207,Announcement,1733,Thanks for sharing.,2025-09-18 22:52:15.052616,2026-01-19 22:52:15.063796,
636,633,Job,1048,Very informative.,2026-01-01 22:52:15.052618,2026-01-27 22:52:15.063798,
637,97,Announcement,2274,This is helpful.,2026-01-15 22:52:15.052620,2026-01-21 22:52:15.063800,2026-01-24 22:52:15.071809
638,363,Post,4207,Thanks for sharing.,2025-08-16 22:52:15.052623,2026-01-14 22:52:15.063803,
639,261,Event,4216,This is helpful.,2025-10-11 22:52:15.052625,2026-01-17 22:52:15.063805,
640,158,Department,4456,Nice initiative.,2025-12-18 22:52:15.052628,2026-01-26 22:52:15.063812,
641,229,Department,2092,Thanks for sharing.,2025-08-07 22:52:15.052630,2026-01-03 22:52:15.063814,
642,246,Post,3955,Great update!,2026-01-19 22:52:15.052632,2026-01-26 22:52:15.063816,
643,513,Post,2145,Thanks for sharing.,2026-01-10 22:52:15.052634,2026-01-10 22:52:15.063819,
644,996,Event,293,Looking forward to this.,2025-08-27 22:52:15.052637,2026-01-02 22:52:15.063821,
645,292,Post,4864,Looking forward to this.,2025-09-23 22:52:15.052639,2026-01-11 22:52:15.063823,
646,92,Job,1816,Looking forward to this.,2025-08-25 22:52:15.052641,2026-01-09 22:52:15.063825,
647,205,Job,1782,Great update!,2025-09-30 22:52:15.052644,2026-01-23 22:52:15.063827,
648,176,Event,872,Very informative.,2025-10-18 22:52:15.052646,2026-01-25 22:52:15.063829,
649,650,Job,1395,Good opportunity for students.,2025-11-21 22:52:15.052648,2026-01-06 22:52:15.063832,
650,756,Post,3743,Good opportunity for students.,2026-01-23 22:52:15.052651,2026-01-27 22:52:15.063834,
651,75,Event,465,Looking forward to this.,2026-01-04 22:52:15.052653,2026-01-06 22:52:15.063836,
652,340,Announcement,4757,Great update!,2025-08-18 22:52:15.052655,2026-01-25 22:52:15.063838,
653,890,Post,1716,Good opportunity for students.,2026-01-07 22:52:15.052658,2026-01-18 22:52:15.063840,
654,109,Post,1587,Great update!,2026-01-05 22:52:15.052660,2026-01-28 22:52:15.063842,
655,779,Announcement,3992,Looking forward to this.,2025-11-18 22:52:15.052663,2026-01-16 22:52:15.063844,
656,474,Announcement,4148,This is helpful.,2025-08-19 22:52:15.052665,2026-01-24 22:52:15.063847,
657,589,Announcement,3962,Very informative.,2025-12-30 22:52:15.052668,2025-12-30 22:52:15.063849,
658,50,Job,3447,Very informative.,2025-11-02 22:52:15.052670,2026-01-12 22:52:15.063851,
659,950,Job,3461,Nice initiative.,2025-10-26 22:52:15.052673,2026-01-28 22:52:15.063853,
660,320,Job,658,This is helpful.,2025-08-17 22:52:15.052675,2026-01-28 22:52:15.063855,
661,52,Job,1828,Looking forward to this.,2025-11-26 22:52:15.052678,2026-01-15 22:52:15.063858,
662,327,Announcement,4910,Thanks for sharing.,2025-08-11 22:52:15.052680,2026-01-24 22:52:15.063860,
663,515,Post,2629,Looking forward to this.,2026-01-06 22:52:15.052682,2026-01-03 22:52:15.063862,
664,259,Department,541,Good opportunity for students.,2026-01-23 22:52:15.052685,2025-12-31 22:52:15.063864,2026-01-28 22:52:15.071816
665,1000,Department,3908,Very informative.,2025-09-17 22:52:15.052688,2026-01-21 22:52:15.063866,
666,22,Event,1346,Great update!,2025-12-26 22:52:15.052690,2026-01-23 22:52:15.063869,
667,79,Post,1963,Great update!,2025-09-21 22:52:15.052693,2025-12-30 22:52:15.063871,2026-01-21 22:52:15.071819
668,146,Department,3776,Good opportunity for students.,2025-08-20 22:52:15.052695,2026-01-29 22:52:15.063873,
669,632,Department,689,Good opportunity for students.,2025-12-11 22:52:15.052698,2026-01-29 22:52:15.063875,
670,9,Job,1135,Good opportunity for students.,2025-10-26 22:52:15.052700,2026-01-05 22:52:15.063877,
671,692,Event,2350,Nice initiative.,2025-10-14 22:52:15.052702,2026-01-04 22:52:15.063880,
672,747,Post,1219,Great update!,2025-08-07 22:52:15.052705,2026-01-27 22:52:15.063882,
673,997,Post,1491,Very informative.,2025-12-07 22:52:15.052707,2026-01-17 22:52:15.063884,
674,14,Post,3501,Very informative.,2025-10-04 22:52:15.052711,2026-01-27 22:52:15.063888,
675,369,Post,4150,Very informative.,2025-12-20 22:52:15.052713,2026-01-24 22:52:15.063890,
676,528,Job,3361,Great update!,2026-01-10 22:52:15.052716,2026-01-03 22:52:15.063892,
677,753,Event,10,Great update!,2025-12-18 22:52:15.052718,2026-01-19 22:52:15.063894,
678,709,Job,1109,Thanks for sharing.,2025-11-30 22:52:15.052720,2026-01-10 22:52:15.063897,2026-01-19 22:52:15.071825
679,165,Department,3012,This is helpful.,2025-11-06 22:52:15.052723,2026-01-27 22:52:15.063899,
680,778,Announcement,1611,Thanks for sharing.,2025-09-24 22:52:15.052725,2025-12-30 22:52:15.063901,
681,736,Announcement,3645,Good opportunity for students.,2026-01-10 22:52:15.052728,2026-01-13 22:52:15.063903,
682,265,Event,3291,This is helpful.,2025-11-18 22:52:15.052730,2026-01-09 22:52:15.063905,
683,644,Event,4348,Thanks for sharing.,2026-01-01 22:52:15.052732,2026-01-29 22:52:15.063907,
684,547,Post,700,Nice initiative.,2026-01-18 22:52:15.052735,2026-01-02 22:52:15.063910,2026-01-24 22:52:15.071828
685,937,Department,4594,This is helpful.,2025-11-12 22:52:15.052737,2026-01-10 22:52:15.063912,
686,642,Job,22,This is helpful.,2025-08-15 22:52:15.052739,2026-01-03 22:52:15.063914,
687,504,Job,3378,Great update!,2026-01-05 22:52:15.052742,2026-01-13 22:52:15.063916,
688,400,Department,3941,This is helpful.,2025-11-19 22:52:15.052744,2026-01-18 22:52:15.063918,2026-01-25 22:52:15.071831
689,761,Job,2920,Great update!,2025-11-11 22:52:15.052746,2026-01-03 22:52:15.063920,
690,293,Announcement,4194,Great update!,2025-12-07 22:52:15.052749,2026-01-05 22:52:15.063922,
691,932,Post,1505,Very informative.,2026-01-17 22:52:15.052751,2026-01-28 22:52:15.063925,
692,585,Event,4653,Great update!,2025-11-30 22:52:15.052753,2026-01-08 22:52:15.063927,
693,419,Post,2329,Thanks for sharing.,2025-11-09 22:52:15.052755,2026-01-14 22:52:15.063929,
694,366,Department,852,Thanks for sharing.,2025-11-11 22:52:15.052758,2026-01-26 22:52:15.063931,2026-01-27 22:52:15.071834
695,955,Event,2120,Nice initiative.,2025-11-05 22:52:15.052760,2026-01-07 22:52:15.063933,
696,851,Event,1778,Thanks for sharing.,2026-01-02 22:52:15.052763,2026-01-02 22:52:15.063935,
697,627,Post,3116,Great update!,2025-10-17 22:52:15.052765,2026-01-15 22:52:15.063938,
698,136,Event,344,Thanks for sharing.,2025-10-24 22:52:15.052767,2026-01-10 22:52:15.063940,
699,867,Job,3319,Good opportunity for students.,2025-09-03 22:52:15.052770,2026-01-19 22:52:15.063942,
700,622,Post,2615,Looking forward to this.,2025-10-08 22:52:15.052772,2026-01-17 22:52:15.063944,
701,639,Department,387,Very informative.,2025-11-19 22:52:15.052774,2026-01-26 22:52:15.063946,
702,716,Event,67,Nice initiative.,2025-10-26 22:52:15.052777,2026-01-08 22:52:15.063948,
703,750,Announcement,4926,Good opportunity for students.,2025-11-15 22:52:15.052779,2026-01-19 22:52:15.063950,2026-01-25 22:52:15.071843
704,898,Job,2269,Very informative.,2025-10-14 22:52:15.052781,2026-01-15 22:52:15.063953,
705,240,Department,3018,Looking forward to this.,2025-12-20 22:52:15.052784,2026-01-14 22:52:15.063955,
706,169,Department,2046,Looking forward to this.,2026-01-17 22:52:15.052786,2026-01-12 22:52:15.063957,
707,370,Department,3485,Nice initiative.,2025-08-28 22:52:15.052788,2026-01-05 22:52:15.063959,
708,881,Job,301,Very informative.,2026-01-25 22:52:15.052791,2026-01-27 22:52:15.063961,
709,881,Post,3240,This is helpful.,2025-09-05 22:52:15.052793,2026-01-26 22:52:15.063963,
710,476,Job,4732,This is helpful.,2025-08-29 22:52:15.052796,2025-12-30 22:52:15.063966,
711,895,Job,3639,Very informative.,2025-08-05 22:52:15.052798,2026-01-06 22:52:15.063968,
712,393,Post,3186,Looking forward to this.,2025-10-18 22:52:15.052800,2025-12-31 22:52:15.063970,
713,48,Department,4575,Great update!,2025-09-12 22:52:15.052802,2026-01-02 22:52:15.063972,
714,295,Job,2028,Nice initiative.,2025-10-16 22:52:15.052805,2026-01-24 22:52:15.063987,
715,602,Announcement,4628,This is helpful.,2025-08-24 22:52:15.052807,2026-01-19 22:52:15.063989,2026-01-25 22:52:15.071848
716,462,Announcement,2814,Great update!,2025-08-04 22:52:15.052809,2026-01-27 22:52:15.063992,
717,566,Event,3757,Thanks for sharing.,2025-11-22 22:52:15.052812,2026-01-02 22:52:15.063994,
718,67,Job,3606,This is helpful.,2025-08-17 22:52:15.052818,2026-01-23 22:52:15.063996,
719,774,Department,3935,Very informative.,2026-01-20 22:52:15.052820,2026-01-15 22:52:15.063998,
720,253,Department,2665,Good opportunity for students.,2026-01-28 22:52:15.052822,2026-01-14 22:52:15.064000,
721,978,Announcement,589,Nice initiative.,2025-09-24 22:52:15.052824,2026-01-27 22:52:15.064003,
722,278,Job,1691,Good opportunity for students.,2025-12-21 22:52:15.052827,2026-01-09 22:52:15.064005,
723,674,Event,1300,Good opportunity for students.,2025-12-30 22:52:15.052829,2026-01-03 22:52:15.064007,
724,96,Post,424,Great update!,2025-12-04 22:52:15.052832,2026-01-16 22:52:15.064009,2026-01-21 22:52:15.071852
725,533,Post,1207,Good opportunity for students.,2025-09-21 22:52:15.052834,2026-01-01 22:52:15.064011,
726,480,Post,3146,Looking forward to this.,2025-12-31 22:52:15.052836,2026-01-19 22:52:15.064013,
727,894,Event,3558,Nice initiative.,2025-10-01 22:52:15.052839,2026-01-13 22:52:15.064016,
728,87,Job,2953,Looking forward to this.,2025-08-28 22:52:15.052841,2026-01-02 22:52:15.064018,
729,509,Job,3913,Looking forward to this.,2025-08-19 22:52:15.052843,2026-01-04 22:52:15.064020,
730,221,Job,1063,Very informative.,2025-12-30 22:52:15.052846,2026-01-20 22:52:15.064022,
731,906,Announcement,2837,Looking forward to this.,2025-12-09 22:52:15.052848,2026-01-23 22:52:15.064024,
732,396,Job,1723,Very informative.,2025-11-17 22:52:15.052851,2026-01-26 22:52:15.064026,
733,246,Event,2550,Nice initiative.,2025-08-18 22:52:15.052853,2026-01-16 22:52:15.064029,
