post_id,user_id,college_id,content_type,post_description,media_name,created_at,updated_at
795,390,101,VIDEO,Campus life moments,campus.jpg,2025-08-15 16:12:13.189155,2026-01-05 16:12:13.197324
796,297,103,IMAGE,Hackathon highlights,campus.jpg,2025-10-11 16:12:13.189157,2026-01-21 16:12:13.197328
797,42,102,VIDEO,Placement drive updates,campus.jpg,2025-10-13 16:12:13.189159,2026-01-10 16:12:13.197332
798,267,103,IMAGE,Great learning experience,,2026-01-23 16:12:13.189162,2026-01-23 16:12:13.197336
799,427,103,IMAGE,Workshop on AI and Data Science,campus.jpg,2025-10-07 16:12:13.189164,2026-01-28 16:12:13.197340
800,5,103,IMAGE,Placement drive updates,campus.jpg,2025-12-29 16:12:13.189166,2026-01-24 16:12:13.197343
801,209,102,TEXT,Workshop on AI and Data Science,fest.jpg,2025-12-12 16:12:13.189169,2026-01-11 16:12:13.197347
802,318,103,VIDEO,Cultural fest memories,campus.jpg,2026-01-11 16:12:13.189171,2026-01-08 16:12:13.197351
803,84,102,VIDEO,Placement drive updates,campus.jpg,2025-08-02 16:12:13.189173,2026-01-05 16:12:13.197355
804,254,103,TEXT,Campus life moments,placement.jpg,2025-10-24 16:12:13.189175,2026-01-16 16:12:13.197358
805,300,102,IMAGE,Hackathon highlights,hackathon.jpg,2025-12-05 16:12:13.189178,2026-01-24 16:12:13.197362
806,254,102,TEXT,Cultural fest memories,placement.jpg,2026-01-16 16:12:13.189180,2026-01-16 16:12:13.197366
807,291,102,VIDEO,Campus life moments,hackathon.jpg,2025-12-03 16:12:13.189183,2025-12-30 16:12:13.197370
808,23,101,VIDEO,Placement drive updates,hackathon.jpg,2025-11-28 16:12:13.189185,2026-01-27 16:12:13.197374
809,474,102,VIDEO,Cultural fest memories,hackathon.jpg,2025-12-03 16:12:13.189191,2026-01-11 16:12:13.197378
810,498,104,VIDEO,Placement drive updates,campus.jpg,2025-11-26 16:12:13.189193,2026-01-15 16:12:13.197381
811,118,104,TEXT,Hackathon highlights,placement.jpg,2026-01-23 16:12:13.189196,2026-01-16 16:12:13.197386
812,159,104,IMAGE,Cultural fest memories,workshop.jpg,2025-10-02 16:12:13.189198,2026-01-27 16:12:13.197389
813,84,101,IMAGE,Great learning experience,workshop.jpg,2026-01-08 16:12:13.189200,2026-01-16 16:12:13.197393
814,173,104,VIDEO,Campus life moments,workshop.jpg,2025-10-31 16:12:13.189203,2026-01-21 16:12:13.197397
815,154,102,VIDEO,Placement drive updates,,2025-11-03 16:12:13.189206,2026-01-21 16:12:13.197401
816,488,103,TEXT,Hackathon highlights,,2025-11-01 16:12:13.189208,2025-12-30 16:12:13.197405
817,167,104,VIDEO,Placement drive updates,hackathon.jpg,2025-11-20 16:12:13.189210,2026-01-21 16:12:13.197408
818,78,103,VIDEO,Hackathon highlights,fest.jpg,2025-08-06 16:12:13.189213,2026-01-15 16:12:13.197412
819,386,104,IMAGE,Cultural fest memories,placement.jpg,2025-10-22 16:12:13.189215,2026-01-03 16:12:13.197416
820,108,103,IMAGE,Workshop on AI and Data Science,placement.jpg,2025-10-10 16:12:13.189218,2026-01-01 16:12:13.197420
821,264,102,TEXT,Workshop on AI and Data Science,hackathon.jpg,2025-11-24 16:12:13.189220,2026-01-12 16:12:13.197423
822,248,102,TEXT,Cultural fest memories,fest.jpg,2025-09-25 16:12:13.189222,2026-01-13 16:12:13.197427
823,48,102,VIDEO,Hackathon highlights,campus.jpg,2025-11-17 16:12:13.189225,2026-01-10 16:12:13.197431
824,323,103,TEXT,Hackathon highlights,fest.jpg,2025-09-21 16:12:13.189227,2026-01-28 16:12:13.197435
825,143,102,VIDEO,Hackathon highlights,fest.jpg,2025-12-25 16:12:13.189229,2026-01-18 16:12:13.197439
826,304,103,VIDEO,Placement drive updates,campus.jpg,2025-08-19 16:12:13.189232,2026-01-14 16:12:13.197442
827,357,103,TEXT,Hackathon highlights,workshop.jpg,2025-10-11 16:12:13.189234,2026-01-17 16:12:13.197446
828,416,103,VIDEO,Hackathon highlights,fest.jpg,2025-09-10 16:12:13.189236,2026-01-14 16:12:13.197450
829,170,103,VIDEO,Great learning experience,,2025-12-17 16:12:13.189239,2026-01-08 16:12:13.197453
830,83,104,VIDEO,Great learning experience,campus.jpg,2025-11-06 16:12:13.189241,2026-01-08 16:12:13.197457
831,276,103,TEXT,Placement drive updates,campus.jpg,2026-01-12 16:12:13.189243,2026-01-24 16:12:13.197461
832,417,103,IMAGE,Campus life moments,campus.jpg,2025-12-28 16:12:13.189246,2026-01-12 16:12:13.197465
833,201,103,IMAGE,Campus life moments,placement.jpg,2025-11-10 16:12:13.189248,2026-01-23 16:12:13.197468
834,497,103,TEXT,Campus life moments,,2025-09-07 16:12:13.189251,2026-01-10 16:12:13.197472
835,320,103,TEXT,Cultural fest memories,hackathon.jpg,2025-10-14 16:12:13.189253,2026-01-27 16:12:13.197476
836,141,103,TEXT,Workshop on AI and Data Science,fest.jpg,2025-10-29 16:12:13.189256,2026-01-09 16:12:13.197480
837,427,102,TEXT,Workshop on AI and Data Science,campus.jpg,2026-01-21 16:12:13.189258,2026-01-16 16:12:13.197483
838,149,102,IMAGE,Campus life moments,hackathon.jpg,2025-10-05 16:12:13.189260,2026-01-12 16:12:13.197487
839,362,104,TEXT,Campus life moments,placement.jpg,2026-01-17 16:12:13.189263,2026-01-10 16:12:13.197491
840,111,102,IMAGE,Campus life moments,hackathon.jpg,2025-12-10 16:12:13.189265,2026-01-27 16:12:13.197495
841,242,101,IMAGE,Workshop on AI and Data Science,workshop.jpg,2026-01-04 16:12:13.189268,2026-01-28 16:12:13.197498
842,237,103,VIDEO,Campus life moments,campus.jpg,2025-12-21 16:12:13.189270,2026-01-13 16:12:13.197502
843,451,102,IMAGE,Placement drive updates,placement.jpg,2025-11-15 16:12:13.189273,2026-01-04 16:12:13.197506
844,87,101,VIDEO,Workshop on AI and Data Science,,2025-10-02 16:12:13.189275,2026-01-17 16:12:13.197510
845,172,104,TEXT,Cultural fest memories,placement.jpg,2026-01-12 16:12:13.189277,2026-01-05 16:12:13.197514
846,481,102,VIDEO,Placement drive updates,placement.jpg,2026-01-25 16:12:13.189280,2026-01-24 16:12:13.197517
847,115,102,TEXT,Cultural fest memories,workshop.jpg,2025-09-11 16:12:13.189282,2026-01-01 16:12:13.197521
848,21,102,VIDEO,Great learning experience,placement.jpg,2025-10-28 16:12:13.189284,2026-01-26 16:12:13.197525
849,240,102,IMAGE,Workshop on AI and Data Science,placement.jpg,2025-08-08 16:12:13.189287,2026-01-20 16:12:13.197529
850,414,104,VIDEO,Campus life moments,placement.jpg,2026-01-11 16:12:13.189289,2026-01-08 16:12:13.197532
851,402,102,IMAGE,Placement drive updates,hackathon.jpg,2025-10-04 16:12:13.189291,2026-01-07 16:12:13.197536
852,52,102,IMAGE,Hackathon highlights,placement.jpg,2026-01-18 16:12:13.189294,2026-01-21 16:12:13.197540
853,266,101,VIDEO,Great learning experience,fest.jpg,2025-09-12 16:12:13.189296,2026-01-29 16:12:13.197544
854,285,104,TEXT,Workshop on AI and Data Science,,2025-11-12 16:12:13.189298,2026-01-19 16:12:13.197547
855,166,101,VIDEO,Workshop on AI and Data Science,placement.jpg,2026-01-27 16:12:13.189300,2026-01-16 16:12:13.197551
856,386,102,TEXT,Placement drive updates,hackathon.jpg,2025-12-10 16:12:13.189303,2026-01-08 16:12:13.197555
857,96,104,TEXT,Cultural fest memories,,2026-01-14 16:12:13.189305,2026-01-28 16:12:13.197558
858,110,101,TEXT,Great learning experience,workshop.jpg,2026-01-09 16:12:13.189308,2026-01-09 16:12:13.197562
859,327,102,IMAGE,Placement drive updates,placement.jpg,2025-10-10 16:12:13.189310,2026-01-26 16:12:13.197566
860,325,103,TEXT,Campus life moments,hackathon.jpg,2025-12-21 16:12:13.189312,2026-01-21 16:12:13.197570
861,158,102,IMAGE,Placement drive updates,,2025-10-07 16:12:13.189314,2026-01-28 16:12:13.197573
862,58,101,TEXT,Great learning experience,workshop.jpg,2025-08-30 16:12:13.189319,2026-01-11 16:12:13.197579
863,16,103,VIDEO,Cultural fest memories,placement.jpg,2025-09-05 16:12:13.189322,2026-01-08 16:12:13.197583
864,233,101,TEXT,Great learning experience,campus.jpg,2026-01-25 16:12:13.189324,2026-01-13 16:12:13.197586
865,293,103,IMAGE,Great learning experience,fest.jpg,2025-08-31 16:12:13.189326,2025-12-31 16:12:13.197590
866,434,101,IMAGE,Workshop on AI and Data Science,,2025-08-29 16:12:13.189329,2026-01-18 16:12:13.197594
867,295,104,VIDEO,Great learning experience,campus.jpg,2026-01-28 16:12:13.189331,2026-01-02 16:12:13.197598
868,232,103,TEXT,Great learning experience,placement.jpg,2026-01-04 16:12:13.189334,2026-01-11 16:12:13.197601
869,166,103,IMAGE,Workshop on AI and Data Science,,2025-12-04 16:12:13.189336,2025-12-31 16:12:13.197607
870,177,101,IMAGE,Cultural fest memories,hackathon.jpg,2025-12-27 16:12:13.189338,2026-01-14 16:12:13.197613
871,29,103,VIDEO,Campus life moments,campus.jpg,2026-01-23 16:12:13.189340,2026-01-14 16:12:13.197617
872,42,102,TEXT,Hackathon highlights,workshop.jpg,2025-08-10 16:12:13.189343,2026-01-29 16:12:13.197621
873,496,104,VIDEO,Workshop on AI and Data Science,workshop.jpg,2025-11-20 16:12:13.189345,2026-01-23 16:12:13.197625
874,467,103,VIDEO,Campus life moments,hackathon.jpg,2025-10-22 16:12:13.189347,2026-01-09 16:12:13.197629
875,355,103,TEXT,Hackathon highlights,workshop.jpg,2025-12-03 16:12:13.189350,2026-01-14 16:12:13.197633
876,100,101,VIDEO,Hackathon highlights,,2025-11-13 16:12:13.189352,2026-01-28 16:12:13.197637
877,169,101,VIDEO,Workshop on AI and Data Science,fest.jpg,2025-08-09 16:12:13.189354,2026-01-10 16:12:13.197640
878,80,101,VIDEO,Workshop on AI and Data Science,placement.jpg,2025-08-18 16:12:13.189357,2026-01-26 16:12:13.197644
879,247,103,IMAGE,Cultural fest memories,workshop.jpg,2025-12-31 16:12:13.189359,2026-01-23 16:12:13.197648
880,478,103,VIDEO,Hackathon highlights,hackathon.jpg,2025-09-14 16:12:13.189361,2026-01-16 16:12:13.197652
881,442,103,TEXT,Workshop on AI and Data Science,workshop.jpg,2026-01-13 16:12:13.189363,2026-01-06 16:12:13.197655
882,377,101,VIDEO,Hackathon highlights,campus.jpg,2025-10-12 16:12:13.189366,2026-01-29 16:12:13.197659
883,363,104,VIDEO,Workshop on AI and Data Science,,2025-09-12 16:12:13.189368,2026-01-08 16:12:13.197663
884,131,104,VIDEO,Great learning experience,campus.jpg,2025-11-14 16:12:13.189371,2026-01-04 16:12:13.197667
885,493,103,TEXT,Cultural fest memories,workshop.jpg,2025-09-05 16:12:13.189373,2026-01-25 16:12:13.197671
886,278,101,VIDEO,Great learning experience,fest.jpg,2025-12-26 16:12:13.189376,2025-12-30 16:12:13.197675
887,142,101,VIDEO,Great learning experience,placement.jpg,2026-01-18 16:12:13.189378,2026-01-28 16:12:13.197678
888,467,102,VIDEO,Cultural fest memories,workshop.jpg,2025-12-16 16:12:13.189382,2026-01-18 16:12:13.197682
889,481,101,VIDEO,Workshop on AI and Data Science,campus.jpg,2025-09-18 16:12:13.189385,2026-01-01 16:12:13.197686
890,5,102,IMAGE,Campus life moments,fest.jpg,2025-10-01 16:12:13.189387,2026-01-05 16:12:13.197690
891,185,104,IMAGE,Campus life moments,,2025-11-06 16:12:13.189389,2026-01-29 16:12:13.197696
892,82,102,TEXT,Cultural fest memories,hackathon.jpg,2025-11-13 16:12:13.189392,2026-01-21 16:12:13.197706
893,254,103,IMAGE,Hackathon highlights,hackathon.jpg,2025-09-11 16:12:13.189394,2026-01-29 16:12:13.197713
894,83,103,TEXT,Campus life moments,fest.jpg,2025-10-13 16:12:13.189400,2026-01-19 16:12:13.197719
895,403,102,TEXT,Workshop on AI and Data Science,hackathon.jpg,2025-09-10 16:12:13.189402,2025-12-31 16:12:13.197726
896,91,101,IMAGE,Cultural fest memories,campus.jpg,2025-10-02 16:12:13.189405,2025-12-31 16:12:13.197733
897,19,101,VIDEO,Campus life moments,,2025-08-16 16:12:13.189407,2026-01-07 16:12:13.197739
898,290,101,VIDEO,Hackathon highlights,hackathon.jpg,2025-10-18 16:12:13.189410,2026-01-05 16:12:13.197746
899,147,102,IMAGE,Hackathon highlights,hackathon.jpg,2025-09-29 16:12:13.189412,2026-01-24 16:12:13.197753
900,265,104,VIDEO,Hackathon highlights,workshop.jpg,2025-10-11 16:12:13.189415,2026-01-07 16:12:13.197759
901,282,104,VIDEO,Workshop on AI and Data Science,workshop.jpg,2026-01-26 16:12:13.189417,2026-01-11 16:12:13.197766
902,401,101,IMAGE,Cultural fest memories,campus.jpg,2025-09-21 16:12:13.189420,2026-01-17 16:12:13.197774
903,268,101,VIDEO,Placement drive updates,workshop.jpg,2025-11-12 16:12:13.189422,2026-01-13 16:12:13.197781
904,4,101,VIDEO,Great learning experience,workshop.jpg,2025-08-03 16:12:13.189425,2026-01-02 16:12:13.197788
905,298,101,IMAGE,Workshop on AI and Data Science,hackathon.jpg,2025-09-26 16:12:13.189427,2026-01-10 16:12:13.197795
906,448,101,VIDEO,Great learning experience,placement.jpg,2025-08-07 16:12:13.189429,2026-01-08 16:12:13.197801
907,92,101,TEXT,Workshop on AI and Data Science,placement.jpg,2026-01-08 16:12:13.189432,2026-01-24 16:12:13.197806
908,441,103,VIDEO,Campus life moments,campus.jpg,2026-01-03 16:12:13.189434,2026-01-07 16:12:13.197812
909,50,103,VIDEO,Cultural fest memories,fest.jpg,2025-11-27 16:12:13.189437,2026-01-12 16:12:13.197818
910,323,104,VIDEO,Great learning experience,hackathon.jpg,2026-01-16 16:12:13.189439,2026-01-13 16:12:13.197824
911,355,103,VIDEO,Great learning experience,fest.jpg,2026-01-23 16:12:13.189441,2026-01-20 16:12:13.197830
912,89,103,IMAGE,Great learning experience,fest.jpg,2025-09-13 16:12:13.189444,2026-01-04 16:12:13.197836
913,76,101,VIDEO,Workshop on AI and Data Science,campus.jpg,2025-10-09 16:12:13.189446,2026-01-03 16:12:13.197842
914,275,101,TEXT,Hackathon highlights,workshop.jpg,2025-08-05 16:12:13.189448,2026-01-17 16:12:13.197850
915,464,101,TEXT,Hackathon highlights,placement.jpg,2025-09-02 16:12:13.189451,2026-01-21 16:12:13.197857
916,387,101,VIDEO,Campus life moments,,2025-08-08 16:12:13.189453,2026-01-01 16:12:13.197862
917,128,104,TEXT,Workshop on AI and Data Science,campus.jpg,2025-10-21 16:12:13.189455,2026-01-19 16:12:13.197868
918,321,102,TEXT,Great learning experience,placement.jpg,2026-01-10 16:12:13.189458,2026-01-14 16:12:13.197874
919,333,101,IMAGE,Great learning experience,placement.jpg,2025-09-11 16:12:13.189460,2026-01-17 16:12:13.197880
920,250,102,TEXT,Hackathon highlights,hackathon.jpg,2026-01-26 16:12:13.189462,2026-01-21 16:12:13.197885
921,108,103,IMAGE,Placement drive updates,placement.jpg,2026-01-04 16:12:13.189465,2026-01-22 16:12:13.197891
922,136,103,TEXT,Campus life moments,placement.jpg,2026-01-18 16:12:13.189467,2026-01-11 16:12:13.197896
923,321,102,IMAGE,Placement drive updates,campus.jpg,2025-08-27 16:12:13.189470,2026-01-29 16:12:13.197901
924,382,103,IMAGE,Placement drive updates,,2025-08-03 16:12:13.189472,2026-01-24 16:12:13.197906
925,423,103,IMAGE,Workshop on AI and Data Science,placement.jpg,2026-01-05 16:12:13.189474,2026-01-12 16:12:13.197912
926,350,104,VIDEO,Placement drive updates,campus.jpg,2025-12-08 16:12:13.189477,2026-01-15 16:12:13.197918
927,150,103,TEXT,Great learning experience,fest.jpg,2025-11-11 16:12:13.189479,2026-01-22 16:12:13.197924
928,421,101,VIDEO,Campus life moments,,2025-09-13 16:12:13.189482,2026-01-13 16:12:13.197929
929,486,102,IMAGE,Campus life moments,campus.jpg,2026-01-28 16:12:13.189485,2026-01-26 16:12:13.197934
930,234,101,IMAGE,Campus life moments,hackathon.jpg,2025-11-16 16:12:13.189487,2026-01-11 16:12:13.197940
931,338,102,TEXT,Workshop on AI and Data Science,placement.jpg,2025-08-08 16:12:13.189490,2025-12-31 16:12:13.197946
932,486,101,IMAGE,Placement drive updates,hackathon.jpg,2025-12-04 16:12:13.189492,2026-01-06 16:12:13.197952
933,351,104,VIDEO,Hackathon highlights,campus.jpg,2025-11-27 16:12:13.189494,2026-01-22 16:12:13.197958
934,99,104,IMAGE,Great learning experience,workshop.jpg,2025-09-06 16:12:13.189497,2026-01-12 16:12:13.197964
935,250,102,IMAGE,Campus life moments,workshop.jpg,2025-08-18 16:12:13.189499,2026-01-14 16:12:13.197971
936,295,102,VIDEO,Placement drive updates,hackathon.jpg,2026-01-24 16:12:13.189501,2026-01-10 16:12:13.197977
937,265,102,TEXT,Hackathon highlights,hackathon.jpg,2025-12-02 16:12:13.189503,2026-01-19 16:12:13.197982
938,210,103,TEXT,Great learning experience,,2025-08-10 16:12:13.189506,2026-01-03 16:12:13.197988
939,355,102,VIDEO,Hackathon highlights,hackathon.jpg,2026-01-25 16:12:13.189508,2026-01-06 16:12:13.197993
940,219,102,IMAGE,Hackathon highlights,workshop.jpg,2026-01-10 16:12:13.189510,2025-12-30 16:12:13.197999
941,404,103,TEXT,Placement drive updates,campus.jpg,2025-10-23 16:12:13.189513,2026-01-15 16:12:13.198005
942,198,102,TEXT,Hackathon highlights,workshop.jpg,2025-09-17 16:12:13.189515,2026-01-16 16:12:13.198010
943,186,104,VIDEO,Great learning experience,fest.jpg,2025-11-16 16:12:13.189517,2026-01-07 16:12:13.198017
944,330,104,IMAGE,Workshop on AI and Data Science,workshop.jpg,2025-12-10 16:12:13.189520,2026-01-03 16:12:13.198022
945,336,102,TEXT,Great learning experience,,2025-10-20 16:12:13.189522,2026-01-16 16:12:13.198028
946,161,101,TEXT,Hackathon highlights,campus.jpg,2025-10-15 16:12:13.189525,2026-01-22 16:12:13.198034
947,269,102,VIDEO,Placement drive updates,workshop.jpg,2026-01-22 16:12:13.189527,2026-01-24 16:12:13.198039
948,23,102,IMAGE,Campus life moments,workshop.jpg,2025-10-22 16:12:13.189529,2026-01-25 16:12:13.198045
949,405,101,VIDEO,Workshop on AI and Data Science,,2025-10-10 16:12:13.189532,2026-01-16 16:12:13.198050
950,495,102,VIDEO,Cultural fest memories,fest.jpg,2025-12-06 16:12:13.189534,2026-01-06 16:12:13.198056
951,19,103,IMAGE,Campus life moments,,2025-09-02 16:12:13.189536,2026-01-16 16:12:13.198061
952,279,104,VIDEO,Workshop on AI and Data Science,placement.jpg,2025-10-24 16:12:13.189539,2026-01-17 16:12:13.198068
953,67,104,VIDEO,Campus life moments,fest.jpg,2025-08-17 16:12:13.189542,2026-01-06 16:12:13.198074
954,485,104,VIDEO,Great learning experience,campus.jpg,2026-01-05 16:12:13.189545,2026-01-16 16:12:13.198081
955,476,103,IMAGE,Workshop on AI and Data Science,workshop.jpg,2025-09-08 16:12:13.189547,2026-01-14 16:12:13.198087
956,472,104,VIDEO,Placement drive updates,,2025-08-29 16:12:13.189549,2026-01-26 16:12:13.198094
957,92,103,IMAGE,Campus life moments,campus.jpg,2025-08-21 16:12:13.189552,2026-01-10 16:12:13.198100
958,181,101,IMAGE,Cultural fest memories,hackathon.jpg,2026-01-03 16:12:13.189554,2026-01-06 16:12:13.198107
959,417,102,IMAGE,Workshop on AI and Data Science,,2025-09-09 16:12:13.189556,2026-01-24 16:12:13.198113
960,18,102,VIDEO,Workshop on AI and Data Science,hackathon.jpg,2025-08-05 16:12:13.189559,2026-01-18 16:12:13.198119
961,218,103,IMAGE,Campus life moments,fest.jpg,2025-08-17 16:12:13.189561,2026-01-13 16:12:13.198125
962,172,103,VIDEO,Placement drive updates,placement.jpg,2025-11-12 16:12:13.189563,2026-01-12 16:12:13.198131
963,193,102,TEXT,Campus life moments,placement.jpg,2026-01-11 16:12:13.189566,2026-01-05 16:12:13.198137
964,433,104,VIDEO,Placement drive updates,workshop.jpg,2025-10-18 16:12:13.189568,2026-01-18 16:12:13.198143
965,135,102,IMAGE,Campus life moments,,2026-01-17 16:12:13.189571,2026-01-22 16:12:13.198150
966,391,102,IMAGE,Placement drive updates,,2025-12-13 16:12:13.189573,2026-01-20 16:12:13.198155
967,482,101,TEXT,Campus life moments,campus.jpg,2025-11-22 16:12:13.189575,2026-01-13 16:12:13.198160
968,364,101,IMAGE,Cultural fest memories,campus.jpg,2025-09-23 16:12:13.189578,2026-01-07 16:12:13.198166
969,368,101,IMAGE,Cultural fest memories,workshop.jpg,2025-10-29 16:12:13.189583,2026-01-21 16:12:13.198171
970,185,104,TEXT,Hackathon highlights,campus.jpg,2026-01-07 16:12:13.189589,2026-01-09 16:12:13.198177
971,397,104,IMAGE,Workshop on AI and Data Science,hackathon.jpg,2025-10-19 16:12:13.189592,2026-01-28 16:12:13.198183
972,156,102,IMAGE,Great learning experience,workshop.jpg,2025-08-12 16:12:13.189595,2026-01-20 16:12:13.198189
973,283,102,VIDEO,Great learning experience,,2025-12-09 16:12:13.189597,2026-01-02 16:12:13.198194
974,363,101,VIDEO,Cultural fest memories,,2025-09-18 16:12:13.189606,2026-01-20 16:12:13.198204
975,422,102,TEXT,Workshop on AI and Data Science,hackathon.jpg,2026-01-24 16:12:13.189609,2026-01-01 16:12:13.198211
976,1,103,IMAGE,Hackathon highlights,,2026-01-06 16:12:13.189611,2026-01-02 16:12:13.198217
977,19,104,TEXT,Cultural fest memories,fest.jpg,2025-10-18 16:12:13.189613,2026-01-03 16:12:13.198223
978,127,101,TEXT,Cultural fest memories,,2025-08-11 16:12:13.189616,2026-01-06 16:12:13.198229
979,282,104,IMAGE,Hackathon highlights,,2025-09-05 16:12:13.189618,2026-01-12 16:12:13.198234
980,246,104,TEXT,Cultural fest memories,,2026-01-14 16:12:13.189625,2026-01-28 16:12:13.198239
981,101,102,IMAGE,Hackathon highlights,campus.jpg,2025-08-15 16:12:13.189627,2025-12-31 16:12:13.198244
982,105,101,IMAGE,Great learning experience,placement.jpg,2025-11-08 16:12:13.189630,2026-01-02 16:12:13.198249
983,129,103,IMAGE,Campus life moments,workshop.jpg,2025-09-24 16:12:13.189632,2026-01-08 16:12:13.198255
984,41,103,IMAGE,Hackathon highlights,workshop.jpg,2025-12-18 16:12:13.189635,2026-01-09 16:12:13.198261
985,86,102,TEXT,Workshop on AI and Data Science,placement.jpg,2025-08-22 16:12:13.189637,2025-12-30 16:12:13.198267
986,249,104,TEXT,Hackathon highlights,placement.jpg,2026-01-02 16:12:13.189639,2026-01-02 16:12:13.198273
987,24,101,VIDEO,Placement drive updates,hackathon.jpg,2025-08-29 16:12:13.189642,2026-01-16 16:12:13.198279
988,413,101,VIDEO,Campus life moments,fest.jpg,2025-10-21 16:12:13.189644,2026-01-16 16:12:13.198284
989,144,104,IMAGE,Hackathon highlights,,2025-11-19 16:12:13.189647,2025-12-31 16:12:13.198290
990,212,101,VIDEO,Cultural fest memories,,2025-12-30 16:12:13.189649,2026-01-12 16:12:13.198296
991,79,102,VIDEO,Campus life moments,placement.jpg,2026-01-23 16:12:13.189652,2026-01-17 16:12:13.198301
992,464,103,VIDEO,Campus life moments,,2025-11-29 16:12:13.189654,2026-01-28 16:12:13.198307
993,328,102,VIDEO,Placement drive updates,campus.jpg,2026-01-03 16:12:13.189657,2026-01-28 16:12:13.198312
994,389,103,TEXT,Campus life moments,fest.jpg,2025-11-13 16:12:13.189659,2026-01-09 16:12:13.198317
995,486,104,TEXT,Placement drive updates,,2025-08-06 16:12:13.189661,2026-01-24 16:12:13.198322
996,364,102,TEXT,Cultural fest memories,,2025-12-08 16:12:13.189663,2026-01-16 16:12:13.198327
997,497,102,VIDEO,Workshop on AI and Data Science,,2025-08-25 16:12:13.189666,2026-01-06 16:12:13.198331
998,256,101,TEXT,Great learning experience,,2025-08-07 16:12:13.189668,2026-01-05 16:12:13.198338
999,451,102,VIDEO,Placement drive updates,campus.jpg,2025-10-15 16:12:13.189671,2026-01-20 16:12:13.198343
1000,463,101,VIDEO,Campus life moments,fest.jpg,2025-10-23 16:12:13.189673,2026-01-02 16:12:13.198349
1001,451,103,IMAGE,Campus life moments,fest.jpg,2025-10-26 16:12:13.189675,2026-01-08 16:12:13.198355
1002,298,103,IMAGE,Campus life moments,workshop.jpg,2025-10-19 16:12:13.189677,2026-01-09 16:12:13.198361
1003,280,101,TEXT,Great learning experience,fest.jpg,2025-08-13 16:12:13.189680,2026-01-14 16:12:13.198366
1004,122,101,VIDEO,Campus life moments,,2026-01-17 16:12:13.189683,2026-01-11 16:12:13.198372
1005,137,102,VIDEO,Workshop on AI and Data Science,workshop.jpg,2025-11-06 16:12:13.189685,2026-01-29 16:12:13.198379
1006,274,103,VIDEO,Hackathon highlights,,2025-12-05 16:12:13.189687,2026-01-29 16:12:13.198384
1007,123,104,IMAGE,Great learning experience,placement.jpg,2025-11-28 16:12:13.189690,2026-01-03 16:12:13.198390
1008,479,104,IMAGE,Placement drive updates,campus.jpg,2025-10-31 16:12:13.189692,2026-01-27 16:12:13.198396
1009,338,102,IMAGE,Campus life moments,campus.jpg,2025-09-29 16:12:13.189694,2026-01-07 16:12:13.198401
1010,119,104,VIDEO,Workshop on AI and Data Science,hackathon.jpg,2025-11-12 16:12:13.189697,2026-01-26 16:12:13.198406
1011,393,104,TEXT,Cultural fest memories,workshop.jpg,2025-09-27 16:12:13.189699,2025-12-31 16:12:13.198411
1012,374,101,TEXT,Hackathon highlights,workshop.jpg,2025-11-28 16:12:13.189702,2026-01-20 16:12:13.198416
1013,32,103,VIDEO,Workshop on AI and Data Science,placement.jpg,2025-12-13 16:12:13.189704,2026-01-07 16:12:13.198422
1014,157,103,IMAGE,Placement drive updates,workshop.jpg,2025-09-12 16:12:13.189707,2026-01-12 16:12:13.198429
1015,277,102,IMAGE,Placement drive updates,campus.jpg,2026-01-28 16:12:13.189709,2026-01-01 16:12:13.198445
1016,144,103,TEXT,Placement drive updates,workshop.jpg,2025-09-20 16:12:13.189712,2026-01-10 16:12:13.198451
1017,279,103,IMAGE,Placement drive updates,hackathon.jpg,2025-10-16 16:12:13.189714,2026-01-09 16:12:13.198456
1018,445,103,IMAGE,Cultural fest memories,workshop.jpg,2025-11-23 16:12:13.189716,2026-01-17 16:12:13.198461
1019,338,101,IMAGE,Campus life moments,campus.jpg,2026-01-19 16:12:13.189719,2026-01-18 16:12:13.198466
1020,415,104,IMAGE,Placement drive updates,hackathon.jpg,2025-09-05 16:12:13.189721,2026-01-16 16:12:13.198471
1021,181,102,TEXT,Placement drive updates,campus.jpg,2025-11-21 16:12:13.189724,2026-01-14 16:12:13.198476
1022,83,104,IMAGE,Workshop on AI and Data Science,placement.jpg,2026-01-17 16:12:13.189726,2026-01-26 16:12:13.198481
1023,440,103,IMAGE,Placement drive updates,,2026-01-15 16:12:13.189729,2026-01-25 16:12:13.198486
1024,489,102,TEXT,Placement drive updates,,2025-10-28 16:12:13.189731,2026-01-29 16:12:13.198491
1025,481,104,TEXT,Great learning experience,fest.jpg,2025-10-02 16:12:13.189734,2026-01-23 16:12:13.198497
1026,419,104,TEXT,Placement drive updates,,2025-10-04 16:12:13.189737,2026-01-04 16:12:13.198502
1027,23,101,VIDEO,Placement drive updates,hackathon.jpg,2025-12-06 16:12:13.189739,2026-01-13 16:12:13.198507
1028,258,103,TEXT,Workshop on AI and Data Science,campus.jpg,2026-01-26 16:12:13.189741,2026-01-26 16:12:13.198512
1029,24,103,IMAGE,Workshop on AI and Data Science,campus.jpg,2025-12-10 16:12:13.189744,2026-01-14 16:12:13.198518
1030,436,104,VIDEO,Hackathon highlights,fest.jpg,2026-01-13 16:12:13.189746,2026-01-28 16:12:13.198524
